ID,Issue Text,Severity,File Name,Line Number
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,551
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,555
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,556
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,564
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,578
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,744
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexer.py,831
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/lexers/__init__.py,154
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pygments/style.py,79
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pyproject_hooks/_impl.py,8
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pyproject_hooks/_impl.py,59
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/pyproject_hooks/_impl.py,71
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,53
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,63
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,65
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,72
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/__init__.py,77
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/_internal_utils.py,45
B324,Use of weak MD5 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/auth.py,148
B324,Use of weak SHA1 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/auth.py,156
B324,Use of weak SHA1 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pip/_vendor/requests/auth.py,205
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/_pick.py,13
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/_ratio.py,129
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/_win32_console.py,436
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/_win32_console.py,437
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/_win32_console.py,566
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,365
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,368
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,371
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,374
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,377
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,493
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,499
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,504
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,508
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,520
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,546
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,549
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,557
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,560
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/color.py,573
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/console.py,1136
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/console.py,1901
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/console.py,2138
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/console.py,2194
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/live.py,65
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/live.py,352
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/live.py,355
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/logging.py,136
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/logging.py,137
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,191
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,196
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,497
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,503
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,505
B110,"Try, Except, Pass detected.",LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/pretty.py,642
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/progress.py,1079
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/progress.py,1698
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/prompt.py,214
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,193
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,243
B302,Deserialization with the marshal module is possibly dangerous.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,475
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,490
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,642
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/style.py,688
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/syntax.py,492
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/text.py,905
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/text.py,922
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/text.py,938
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/text.py,1076
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/traceback.py,282
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/rich/traceback.py,644
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,313
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,1264
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,1643
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,2351
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,2352
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,3114
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/typing_extensions.py,3185
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,718
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,722
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,900
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,901
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,902
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,23
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,45
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/packages/backports/weakref_finalize.py,150
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/packages/six.py,787
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/response.py,495
B110,"Try, Except, Pass detected.",LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/util/connection.py,141
B504,"ssl.wrap_socket call with no SSL/TLS protocol version specified, the default SSLv23 could be insecure, possible security issue.",LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/util/ssl_.py,182
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/util/ssltransport.py,120
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pip/_vendor/urllib3/util/ssltransport.py,142
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pkg_resources/__init__.py,1472
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pkg_resources/__init__.py,1479
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco/context.py,2
B604,"Function call with shell=True parameter identified, possible security issue.",MEDIUM,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco/context.py,31
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco/context.py,87
B307,Use of possibly insecure function - consider using safer ast.literal_eval.,MEDIUM,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/jaraco/functools.py,519
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3482
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3486
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3491
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3493
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3494
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3504
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3514
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3522
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/more.py,3526
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/recipes.py,505
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/more_itertools/recipes.py,555
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_manylinux.py,146
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_musllinux.py,13
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_musllinux.py,106
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/_musllinux.py,130
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/markers.py,152
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/markers.py,226
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pkg_resources/_vendor/packaging/markers.py,242
B108,Probable insecure usage of temp file/directory.,MEDIUM,./.venv/lib/python3.11/site-packages/platformdirs/unix.py,179
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/autoupdate.py,147
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,5
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,43
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,113
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,139
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,148
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/hook_impl.py,160
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/run.py,9
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/commands/run.py,316
B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/lang_base.py,147
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/languages/coursier.py,41
B324,Use of weak MD5 hash for security. Consider usedforsecurity=False,HIGH,./.venv/lib/python3.11/site-packages/pre_commit/languages/docker.py,65
B405,"Using xml.etree.ElementTree to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree with the equivalent defusedxml package, or make sure defusedxml.defuse_stdlib() is called.",LOW,./.venv/lib/python3.11/site-packages/pre_commit/languages/dotnet.py,7
B314,Using xml.etree.ElementTree.parse to parse untrusted XML data is known to be vulnerable to XML attacks. Replace xml.etree.ElementTree.parse with its defusedxml equivalent function or make sure defusedxml.defuse_stdlib() is called,MEDIUM,./.venv/lib/python3.11/site-packages/pre_commit/languages/dotnet.py,86
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pre_commit/languages/golang.py,91
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pre_commit/languages/golang.py,104
B202,tarfile.extractall used without any validation. Please check and discard dangerous members.,HIGH,./.venv/lib/python3.11/site-packages/pre_commit/languages/golang.py,119
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/languages/node.py,80
B202,tarfile.extractall used without any validation. Please check and discard dangerous members.,HIGH,./.venv/lib/python3.11/site-packages/pre_commit/languages/ruby.py,85
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pre_commit/languages/rust.py,94
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/repository.py,71
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,9
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,103
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,137
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,149
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,167
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,168
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,177
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/util.py,180
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pre_commit/xargs.py,8
B110,"Try, Except, Pass detected.",LOW,./.venv/lib/python3.11/site-packages/pygments/cmdline.py,522
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/formatters/__init__.py,103
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pygments/formatters/img.py,17
B607,Starting a process with a partial executable path,LOW,./.venv/lib/python3.11/site-packages/pygments/formatters/img.py,93
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pygments/formatters/img.py,93
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,512
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,529
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,536
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,544
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,549
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,553
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,554
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,562
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,576
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,742
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexer.py,829
B102,Use of exec detected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/__init__.py,154
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_lua_builtins.py,225
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_lua_builtins.py,233
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_mysql_builtins.py,1248
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_mysql_builtins.py,1254
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_php_builtins.py,3299
B202,tarfile.extractall used without any validation. Please check and discard dangerous members.,HIGH,./.venv/lib/python3.11/site-packages/pygments/lexers/_php_builtins.py,3301
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_postgres_builtins.py,642
B310,Audit url open for permitted schemes. Allowing use of file:/ or custom schemes is often unexpected.,MEDIUM,./.venv/lib/python3.11/site-packages/pygments/lexers/_postgres_builtins.py,647
B404,Consider possible security implications associated with the subprocess module.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/_scilab_builtins.py,3055
B607,Starting a process with a partial executable path,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/_scilab_builtins.py,3061
B603,subprocess call - check for execution of untrusted input.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/_scilab_builtins.py,3061
B105,Possible hardcoded password: 'root',LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/int_fiction.py,728
B105,Possible hardcoded password: '[^\W\d]\w*',LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/jsonnet.py,17
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/lilypond.py,43
B105,"Possible hardcoded password: '
      (?=
        \s         # whitespace
        | ;        # comment
        | \#[;|!] # fancy comments
        | [)\]]    # end delimiters
        | $        # end of file
      )
    '",LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/lisp.py,50
B105,Possible hardcoded password: '(?=\s|#|[)\]]|$)',LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/lisp.py,3041
B105,Possible hardcoded password: '[A-Z]\w*',LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/parsers.py,334
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/scripting.py,1459
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/scripting.py,1543
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/lexers/sql.py,233
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/pygments/style.py,79
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/rich/_pick.py,13
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/rich/_ratio.py,129
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/rich/_win32_console.py,435
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/rich/_win32_console.py,436
B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,LOW,./.venv/lib/python3.11/site-packages/rich/_win32_console.py,565
